- kgethegilego	special
lefelo leo le laolwago	controlled area
lefelobatamedi / khutlobatamedi / khutlokgauswi	neighbouring point
lefelong la phenale	penalty area
lefelothekišo la ditoko le diponte	stock exchange
lefišo / jara	jar
lefofa	feather
lefofa	plume
lefofaphego / lesibaphego / moteka	wing feather
lefoko	sentence
lefoko la go ruma	concluding sentence
lefoko la thekgo / lefoko la go fahlela	support sentence
lefoko legolo temaneng	topic sentence
lefokopalo	number sentence
lefora / setanyi	clasper
lefufu	contour feather
lefufu	plumule
legadima	lightning
legae / gae	home
legae la ditšhuana	orphanage
leganata	desert
legantshe / leganse	goose
legantshe la Egepeta / leganse la Egepeta	Egyptian goose
legapi	scale
legapi / kgapetla	shell
legapi / sekwakwa	mantle
legare	razor
legare	razor blade
legata	skull
legato	layer / level / tier
legato la mafelelo la phadišano / leoto la mafelelo la phadišano	final leg
legato la pele la phadišano / leoto la pele la phadišano	first leg
legato la phadišano / leoto la phadišano	leg
lego	fig
legogo	mat
legogo / sekhokho / sekwakwa	crust
legola	veld
legolo	den
legong	wood
legongthata / kotathata / motshere	hardwood
legora	fence
legoro	class
legoro / lešika / mohuta	species
legoro la holotšene / sehlopha sa holotšene	halogen group
legoro la lekgetho / legoro la motšhelo	tax bracket
legotlo	mouse
legotlo	rat
lehea / lefela / mmidi / sefela	maize / mealie plant
lehlaba / sehlabi / bohloko	pain
lehlabula / seregane	autumn
lehlaka	straw
lehlakanoka	cane
lehlakanoka	reed
lehlakore	face
lehlakore	side
lehlakore	side / arm
lehlakore	wing
lehlakoreteleletena	stretcher
lehlapo / go bona kgwedi	menstruation / menstrual period
lehlarephuthedi / lehlarephuthela / letlakalaphethedi / letlakalaphuthela	wrapping leaf
lehlasedi	beam
lehlasedi	ray
lehlatšomodukologo	motion sickness
lehlogedi / lehlogi	plumule
lehlogedi / lehlomela	branch vein
lehlokwana la mmankgwari / lehlokwana la mmentšhese	match
lehloma	cutting / slip
lehlona / khupe	bud
lehlotlo / mokokotlelo	crutch
lehloyo	hatred
lehlwa / kapoko	snow
lehlwele / nkgothomadi	blood clot
lehodu	thief
lehono / mamohla / naase	today
lehu	death
lehulo / mogogo / lephilo	foam
lehusele / lehuthišu / nekherosisi	necrosis
lehuto	knot
lehwafa	armpit
lehwana	spoon
lehwana la tee / thispune	teaspoon
leihlo	eye
leihlwanapeu / hilamo	hilum
leina la kgatišo / khamphani ya go gatiša mmino	record label / recording label
leina la kgwebo / leinapapatši / leinatsebiši	trade name / brand name
leina la metlae	nickname
leinakopafatšwa la mokgatlo / akronimi ya mokgatlo	party acronym
leinapalo / paloina	number name
leinapapatši / leinatsebiši	brand name
leinatshwayohlare / leina la sehlare	brand-name drug
leine / sekgoba sa gare ga methaladi ye mebedi tseleng	lane
leino	tooth
leino mohlagare	molar
leinobosea / leinobjana	milk tooth
leinomaleba / leinokgema / leinokgama	front tooth
leinopolai / polai / leinontlha	eye tooth
leinothipa	incisor
leipole ya go gatiša mmino wa jese / khamphani ya go gatiša mmino wa jese	jazz label
leka	test
leka / dira diteko	experiment
leka / hlahloba	test
lekala / lekabe	branch
lekala la diintaseteri	industrial sector
lekala la mmušo	government sector
lekala la mmušo / lefapha la mmušo	public sector
lekala la praebete / lekala la praevete	private sector
lekala la semmušo	formal sector
lekala la thutamananeokakaretšo a ikonomi / makheroikonomi	macroeconomics
lekala la thutamananeonnyane a ikonomi / maekheroikonomi	microeconomics
lekala la tša matlotlo	financial sector
lekala leo le sego la semmušo / lefapha leo le sa lefego motšhelo	informal sector
lekalana / lekabjana / thabjana	twig
lekalasekatšoba	bract
lekalekanya	balance
lekalekanya / lekelelanya / lekanyetša	level
lekana	equal
lekana	even
lekane	enough
lekanego / swana	equivalent
lekanetša	plane
lekanetšego	symmetrical
lekedi	wattle
lekelela / lepelela / sepela ka go kobama / kobama	droop
lekgantlele / lekerese	candle
lekgatha / letlakala	peel
lekgetho	direct tax
lekgetho la thoto ya mohu	estate duty
lekgoba	slave
lekgoba / molemadi / mofeteledi	addict
lekgoba la diokobatši / molemadi	drug addict
lekgotla	assembly
lekgotla la ba dikarolokgetho	constituent assembly
lekgotla la ka kutamong / lekgotla la sephiring / bosbarate	bosberaad
lekgotlakgolo la kganetšo	official opposition
lekgotlapeamelao	legislature
lekgotlapeamelao la mengwako ye mebedi	bicameralism
lekgotlaphethiši / khuduthamaga	executive council
lekgotlaphethiši la profense / lekgotlaphethiši la profentshe	provincial executive authority / provincial executive
lekgotlatheramelao	legislature
lekgotlatheramelao la bosetšhaba	national legislature
lekgotlatshekelo la dikgetho	election tribunal
lekgoša / mogweba ka mmele	prostitute / sex worker / commercial sex worker
lekgwara	aggregate
lekgwarakgabišo	stucco
lekodišiša / tsitsinkela	examine
lekola	check
lekopelwana	earpiece
lekopelwana / seamogedi	receiver
lekwakwathe / letswamati / lekwamati / segaphi	bark
lekwala / segwara / mogala / molala / lefatla	bare patch
lekwatana la swikiri / lekwatšana la swikiri	sugar crystal
lekwate / lekuru	sod
lela	gut
lelahla / betri / petri	battery
lelahla / sele	dry cell
lelekiša kgwele / kitimiša kgwele	chase the ball
leleme	tongue
lelobasekgopha / letšobasekgopha	aloe flower
lelobatshadi / letšobatshadi	female flower
leloko / moloko	relative
leloko la lekgotlapeamelao	legislator
leloko la sekhwama sa phentšhene	pension fund member
leloko leo le kgethilwego	elected member
lelokoketapele	front bencher
lelokollo / maneagano / maneakano	joint
lelotlhatho	alternate member
lema	cultivate
lema	plough
lemapo / lemepe	honeycomb
lemoga	recognise
lemoga / ela hloko / tsitsinkela	observe
lemoga / hlokomela	note
lemoša	signal
lemoša / fahloša	brief
lenaba	foe
lenaba la tlhago	natural enemy
lenaka	horn
lenakana	hand
lenakana / anthena	antenna
lenakana / sekwi / lenakanasekwi / lenakanakgwathi	feeler
lenakana / sešupedi	pointer
lenakana la diiri	short hand / hour hand
lenakana le le telele / lenakanatelele / lekana la metsotso	long hand / minute hand
lenakanatšhupi	dial
lenala	nail
lenala la phoofolo	claw
lenaneo	programme
lenaneo	table
lenaneo la bakgethi	common voters’ roll / voters’ roll
lenaneo la bakgethi	voters’ roll / electoral list / voters’ list
lenaneo la bakgethi / lenaneo la bavouti	voters’ roll
lenaneo la bakgethi la bosetšhaba	national voters’ list / national voters’ roll
lenaneo la bohle la babouti / lenaneo la bohle la bavouti	common voters’ roll
lenaneo la dikgatišo / lenaneo la motaki	discography
lenaneo la dikgetho	election timetable
lenaneo la go bina / lenaneo la go tantsha	dance program
lenaneo la go se fokotšwe	undepleted list
lenaneo la jese	jazz programme
lenaneo la kabo / sekedulo sa kabo	supply schedule
lenaneo la metlae	sitcom
lenaneo la mokgatlo	party list
lenaneo la setšhaba la tlhokomelo ya balwetši ba go lwalela go hlokofala	hospice
lenaneo la tekatekano ya dibaka	equal opportunity programme
lenaneo la thuto ya bakgethi	voter education programme
lenaneo leo le bulegilego	open list
lenaneo leo le tswaletšwego	closed list / proportional list
lenaneokalafo	protocol
lenaneokaroganyo / lenaneo la karoganyo	division list
lenaneokgoparara	infrastructure
lenaneokgoparara / modirotheo	infrastructure
lenaneommino	repertoire
lenaneophepo	feeding scheme
lenaneotefišo	invoice
lenaneotekodišo	checklist
lenaneotekolo la go balwa ga dibouto	counting checklist
lenaneothuto	learning programme
lenaneothuto la jese	jazz tuition programme
lenaneothušo la kwalakwatšo	campaign helplist
lenaneotirišo	application
lenaneotirišo / menu	menu
lenaneotirišo la kgokagano ntle le metato	wireless application protocol / WAP
lenaneotirišwa la khomphyutha le le fetšwago / lenaneotirišwa la khomphiutha le le fetšwago	open source software
lenaneotlhahli la letšatši la dikgetho	voting day help list
lenaneotlhaolele la bakgethi	communal roll / communal voters’ roll
lenaneotshepedišo	order paper
lenaneotswako / resepi	recipe
lenaneotšwelopele la jese	jazz development programme
lenaneotšwetšopele la mmino	music development programme
lengopa / moopa / phatša	infertile
lengwalo la boitsebišo la nakwana	temporary identity certificate / temporary identity document
lengwalobohlatse la bomong	title deed
lengwalotshepišotefelo	promissory note
lengwalotumelelo la bodudi bja sa ruri	permanent residence permit
lenong / leaka	vulture
lenong / ntšhu	eagle
lenono	stalk
lenono la mamodula	style
lenono la modula	stamen
lenthele	lintel
lentheletena / lenthele	brick lintel
lentshe ya khamera	camera lens
lentšu la falesetho	falsetto voice
lentšu la peisi	sonority
lentšu la sesadi	female vocal
lenyalo	marriage
lenyalo / mokete	wedding ceremony
lenyalo / nyalo	marriage
lenyalo la setšo	traditional wedding
lenyedi / sili	seal
leobo / alekhoufu	alcove
leobu	chameleon
leokodi / khothone	cotton
leoto	leg
leoto / letsogo	limb
leoto la bobedi la phadišano / legato la bobedi la phadišano	second leg
leoto la morago / moletse	hind leg
leotogoba	muscular foot
leotwana / lebele	wheel
leotwana la go sepetšwa ke meetse	water wheel
leotwanakelametara	metre-wheel / trundle-wheel
leotwanapapišamebala	colour wheel
leotwanatshepediši	drive pulley
leotwanatshepetšamaotwana	driving belt
lepanta	belt
lepanta la bokapotene	captain's armband
lepantakgabišo	string course
lepantatshepetšo	conveyor belt
lepatlelo	pitch / field of play
lepatlelo la gae	home ground
lephego	wing
lephegwana / lefegwana / fini	fin
lephegwanamosela-hlapi	tail fin
lepheko	constraint
lephekwana	hurdle
lephelotelele / go dula nako ye telele	continued existence
lephelotswadišo	propagation cycle
lephene / lefene / lefele	cockroach
lephephe / pampiri	paper
lephephegatiši / pampirigatiši	tracing paper
lephodisa	police officer
lephodisa la monna	policeman
lephodisa la mosadi	policewoman
lephone / letswabadi	blister
lephone / letswabadi	callus / callous
lephoto	tide
lephoto	wave
lephotogolo	breaker
lephotomoya	waveband
lephotse / lefodi	pumpkin
lephotwana	ripple
lepogo	leopard
lepokisana la dimela	seed box
lepokisana la poso	post box
lepokisi la diboute / lepokisi la divoute	ballot box
lepokisi la dibouto leo le ikgethilego	special ballot box
lepokisi la dibouto leo le tswaletšwego / lepokisi la dibouto leo le sitšwego	sealed ballot box
lepokisi la go boutela	ballot box
lepokisimohlagase	breaker panel
lepolanka / leplanka	plank
leporogo la go akalala	suspension bridge
leporogo la go thekgwa ke dikheipole / leporogo la go thekgwa ke dikheibole	cable-stayed bridge
lepthopo	laptop
lera / letlalwana	membrane
lerabele	rebel
leraga / seretse	mud
lerapogaremokok otlo	spinal cord
lerapogaremokokotlo	spinal cord
leratadima / leratadi	sky
leratha	salvage
lerentšara	ranger / game ranger / park ranger
lereo la mmetse	mathematical concept
lerephutee / monokhothelidonase	monocotyledonous / unicotyledonous
lerete / lešete	testicle / testis
lerethe	lobe
lerethepeu	lobe
leriba	embankment
leribaboto / leribaswilka	riprap
leribiši / makgotlo	owl
leribiši la sekiring / kgaribišane	barn owl
lerojana la thathara	cream of tartar
lerole	dust
lerole / puere	powder
lerothi la meetse / lerothimeetse	water drop
lerothi la pula	rain drop
lerothodi / phophi / lerothi	drop
lerotholotšana / lerothinyana / lerothiana	droplet
lerothorothwane / lerothonthwana	speckle
leru	cloud
leruarua / mosegaohlaga / weile	whale
lerumo le lekgethwa	sacred spear
leruo	fortune
lesagabola	moorhen
lesea	baby / infant
lesea	neonate / newborn baby / newborn
lesea la go nyantšhwa letswele / lesea la go amušwa letswele	breast-fed baby
lesea leo le sa hlwago le belegwa	unborn baby
lesolo	campaign
lesolo	expedition
lesolo	mission
lesolo la kwalakwatšo / lesolokwalakwatšo	awareness campaign
lesolo la lenyatšo	Defiance Campaign
lesolo la thuto ya bakgethi	voter education campaign
lesome	ten
lesometharo	baker’s dozen
leswafohlapi	gill
leswao	mark
leswao	sign
leswao / seka / emboleme	emblem
leswao / seka / loko	logo
leswao la IEC	Independent Electoral Commission logo / IEC logo
leswao la boitsebišo	identification mark
leswao la dinoto tša go opelwa ka nako ye tee	brace
leswao la kgwebo	trademark
leswao la paakhoute	bar-coded label
leswao la phesente	percent sign
leswao la semmušo	official mark
leswao la skwerute	square root sign
leswao la tsela	road sign / traffic sign
leswao le le lekana le	equal sign
leswaoboleng la godimo ga 0	positive
leswaohlakanyo	plus sign / plus
leswaohlakanyotlošo	plus-minus sign
leswaokarolo	division sign
leswaontšha	minus sign
leswaopatametšo	approximation sign
leswaotesimale	decimal sign
leswaotirišo	operation sign
leswika / letlapa / lebje	rock
leswika la makgwakgwa / leswika la makgwara	coarse stone
leswikakalaka / leswikamotaga / leswikalaeme	limestone
leswikana	pebble
leswikanapshio	kidney stone
leswikapeeletši / letlapapeeletši	padstone
leswikasekabora / voussoir	voussoir
leswikatheo	keystone
leswiswi	dark
letadi / malaria	malaria
letadimodipa	yellow fever
letaese	die / dice
letagwa	alcoholic
letamo	dam
letamo la go nwešetša / letamo la go thulela / letamo la go nošetša	irrigation dam
letamo la samente	cement dam
letangwana	weir
letangwana / phonte	pond
letangwana la go rutha	swimming pool
lethakgo / kotokoto	whooping cough / hooping cough
lethale / motato	bare wire
lethale / motato	wire
lethale la koporo / lethale la go dirwa ka koporo / lethale la khopha / motato wa koporo / motato wa khopha	copper wire
lethale la koporo leo le sego la khupetšwa	naked copper wire
lethale la magareng / lethale la nyuterale	neutral wire
lethale la mohlagase / motato wa mohlagase	electric wire
lethalekoporo la mmala / lethalakoporo la mmala	coloured copper wire
lethalethibelokelela ya mohlagase / motatothibelokelela ya mohlagase	resistance wire
lethisi	lettuce
lethotswana / seteroo	straw
letlakala / lehlare	leaf
letlakala khoukha	coca leaf
letlakala la go bouta / letlakala la go vouta / pampiri ya go bouta / pampiri ya go vouta	ballot paper / ballot
letlakala la inthanete / webpheitši / weppheitši	web page
letlakala la lenaneo la dipotšišo	question paper
letlakala la letapola / letlakala la letsapane	potato peel
letlakala la matsenagae	home page
letlakala la mošomo	worksheet
letlakala la tekotlhakišo / therayalepalantshe	trial balance
letlakala le omilego	dead leaf
letlakalabjang	blade
letlakalabokaino	tooth-like leaf
letlakalagae la wepsaete / letlakala la pele la wepsaete / letlakala la mathomo la wepsaete / letlakala la pele la websaete / letlakala la mathomo la websaete / letlakalagae la websaete	home page
letlakalakhoukha	coca leaf
letlakalamenwana / letlakalabokaino	dentate leaf
letlakalana / letlakajana	leaflet
letlakalantlha	pointed leaf
letlakalapepetla	leaf blade
letlaleng / lefelo la go lahla ditlakala	dump site
letlalo	leather
letlalo	skin
letlalo la phoofolo / mokgopha	animal skin
letlaloboya / mokgopa / mokgopha	pelt
letlalwana	membrane
letlalwanamina / letlalwanamila / lerere	mucous membrane
letlalwanasese	film
letlole / sekhwama	fiscus
letseno / mogolo	income
letseno ka motho ka motho / mogolo ka hlogo ka hlogo	per capita income
letseno la bjale	current income
letseno la ditirelo	accrued income
letseno la go se fetoge	fixed income
letseno la go tšwa dinageng di šele	foreign income
letseno la ka lapeng	household income
letseno la kgwedi ka kgwedi ka lapeng	monthly household income
letseno la mmaraka	market income
letseno la mmušo	revenue
letseno la rente / letseno la khiro	rental income
letseno la sekhwama sa tholomodiro	retirement funding income / RFI / pensionable income / pensionable salary
letseno leo le beeleditšwego	retained income / retained earnings
letseno leo le ka šomišwago	disposable income
letseno leo le kokotletšego / letseno leo le oketšegilego	accrued income
letseno leo le šetšego morago ga dikgogelo	net income / NI
letsetse	flea
letsha	lake
letsogo la go ja	right wing
letsogo la seaparo	sleeve
letsogwanapheko	boom
letsopa / motaga	clay
letswai	salt
letswai la Epsom / maknesiamsalfeite	Epsom salt
letswai la minerale	mineral salt
letswaitoka	alkali salt
letswele la khokho / leino la khokho	stud
letšaba	burrow
letšatši	day
letšatši	sun
letšatši la beke	weekday
letšatši la dikgetho	election day / voting day
letšatši la go khutša la bohle	public holiday
letšatši la matswalo	birthday
letšatši la matswalo la mengwaga ye masomepeditee	twenty-first birthday
letšatši la tlhaolo	nomination day
letšatši le lekgethwa	holy day
letšatšikgwedi la dikgetho	election date
letšatšikgwedi la pheletšo / letšatši la mafelelo	expiry date
